Date,山东柴油裂解差
2025-03-10,556.1604709400647
2025-03-11,541.80039056895
2025-03-12,559.6853101978354
2025-03-13,574.7525298267207
2025-03-14,552.105549455606
2025-03-17,531.5840322357961
2025-03-18,510.42327575821565
2025-03-19,506.99311928063514
2025-03-20,507.94816280305463
2025-03-21,527.9839063254742
2025-03-24,495.4256914315065
2025-03-25,507.8538894926998
2025-03-26,520.1573875538932
2025-03-27,526.1699856150864
2025-03-28,534.7363836762797
